MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1,380,0,1,380,0,1,380,0,1.060455934,371.1242537,3164.685608,11.8359119,235.1012198,37652.39362,1,380,0,1,380,0,1,380,0,1.060455934,371.1242537,3164.685608,11.8359119,235.1012198,37652.39362,1,380,0,537.4011537,0,-2.70E-160,0,1,380,0,537.4011537,2.91E-11,-3.20E-65,0,1,380,0,537.3985798,1.142955474,-1.20E-18,0,1.052775699,373.3939749,49.76400076,458.4870129,22929.06869,-471.60213,-0.062768425,9.319158496,281.9698529,193.1332685,372.8626064,46172.9074,-9193.962953,-0.288567762,1,59.12324595,0,1,59.12324595,0,1,59.12324595,0,1.052775699,56.5432307,130.1357107,9.319158496,170847.1993,2.57182E+14,1,380,0,537.4011537,0,-2.70E-160,0,1,380,0,537.4011537,2.91E-11,-3.20E-65,0,1,380,0,537.3985798,1.142955474,-1.20E-18,0,1.052775699,373.3939749,49.76400076,458.4870129,22929.06869,-471.60213,-0.062768425,9.318101166,281.9934514,193.1315189,372.8992429,46172.19421,-9202.598517,-0.288842926
1.31436438,141.1012556,17941.59567,1.499413179,170.5847405,21901.64057,1.793389898,204.9125857,24321.84544,2.036194525,221.2740061,24878.31812,12.80855048,221.8990062,36770.97605,1.31436438,141.1012556,17941.59567,1.499413179,170.5847405,21901.64057,1.793389898,204.9125857,24321.84544,2.036194525,221.2740061,24878.31812,12.80855048,221.8990062,36770.97605,1.31436438,141.1012556,133.9462417,405.3511618,17941.59567,-4.48E-162,0,1.499413179,170.5847405,147.9920287,416.5322961,21901.64057,-1.81E-66,0,1.793389898,204.9125857,155.9546262,431.7281179,24321.84544,-2.23E-19,0,2.028690001,221.8705905,157.7142304,436.5884922,24904.52663,-546.0559154,-0.098435419,10.29761513,260.99705,194.3395266,370.3251612,45661.2244,-9412.898833,-0.302355058,1.31436438,14.39489757,628.9252844,1.499413179,19.91500855,767.7408284,1.793389898,26.34211567,852.5787697,2.028690001,28.83602427,855.7023479,10.29761513,154256.2835,2.32209E+14,1.31436438,141.1012556,133.9462417,405.3511618,17941.59567,-4.48E-162,0,1.499413179,170.5847405,147.9920287,416.5322961,21901.64057,-1.81E-66,0,1.793389898,204.9125857,155.9546262,431.7281179,24321.84544,-2.23E-19,0,2.028690001,221.8705905,157.7142304,436.5884922,24904.52663,-546.0559154,-0.098435419,10.29656024,261.0162079,194.3402637,370.3581659,45660.64615,-9420.813548,-0.302616695
1.150018311,348.8359865,8814.304506,1.4077354,319.3451251,15366.61687,2.161877703,285.9011699,20692.44283,2.949700195,275.0848965,22089.70792,13.75307287,233.3946912,35782.64921,1.150018311,348.8359865,8814.304506,1.4077354,319.3451251,15366.61687,2.161877703,285.9011699,20692.44283,2.949700195,275.0848965,22089.70792,13.75307287,233.3946912,35782.64921,1.150018311,348.8359865,93.88452751,515.8357737,8814.304506,-1.04E-163,0,1.4077354,319.3451251,123.962159,496.3681184,15366.61687,-1.97E-67,0,2.161877703,285.9011699,143.8486803,475.5412484,20692.44283,-9.30E-20,0,2.942514452,275.6101429,148.4264245,466.2015696,22065.1143,-187.4323971,-0.035901996,11.25301312,271.5722576,188.5689636,377.8528232,43851.18276,-7494.365146,-0.24809592,1.150018311,2.422334629,103.546405,1.4077354,6.213017678,298.9179644,2.161877703,14.44695403,622.6089394,2.942514452,19.24905579,743.4322762,11.25301312,140548.3409,2.11576E+14,1.150018311,348.8359865,93.88452751,515.8357737,8814.304506,-1.04E-163,0,1.4077354,319.3451251,123.962159,496.3681184,15366.61687,-1.97E-67,0,2.161877703,285.9011699,143.8486803,475.5412484,20692.44283,-9.30E-20,0,2.942514452,275.6101429,148.4264245,466.2015696,22065.1143,-187.4323971,-0.035901996,11.2519628,271.5907,188.5681022,377.8851923,43850.07046,-7502.159632,-0.248362106
1.413966602,148.8058117,19144.22243,1.762565865,175.6085817,22403.05347,2.76231376,206.2935695,24369.89518,3.890034904,221.3360481,24760.30443,14.72499722,222.0266285,35126.30817,1.413966602,148.8058117,19144.22243,1.762565865,175.6085817,22403.05347,2.76231376,206.2935695,24369.89518,3.890034904,221.3360481,24760.30443,14.72499722,222.0266285,35126.30817,1.413966602,148.8058117,138.3626482,494.174785,19149.15136,-226.2284331,-0.078443925,1.762565865,175.6085817,149.676496,494.294643,22432.279,-646.0354072,-0.127572478,2.76231376,206.2935695,156.1086006,487.5682667,24461.43411,-966.5185391,-0.13465028,3.882994511,221.6285721,157.3464901,480.7264936,24952.55448,-1013.310686,-0.115469558,12.23004112,254.7634623,189.2714683,385.0298782,45102.10838,-8203.200457,-0.261823078,1.413966602,0.91768769,31.25245651,1.762565865,2.855297161,137.9228436,2.76231376,9.323662054,443.4723665,3.882994511,14.36770928,620.6684612,12.23004112,129056.3071,1.94278E+14,1.413966602,148.8058117,138.3626482,494.174785,19149.15136,-226.2284331,-0.078443925,1.762565865,175.6085817,149.676496,494.294643,22432.279,-646.0354072,-0.127572478,2.76231376,206.2935695,156.1086006,487.5682667,24461.43411,-966.5185391,-0.13465028,3.882994511,221.6285721,157.3464901,480.7264936,24952.55448,-1013.310686,-0.115469558,12.22899294,254.7789559,189.2721805,385.060723,45100.86939,-8210.678412,-0.262072205
1.000000969,60.00008602,0.026181247,1.000352827,60.04077547,12.61395007,1.161589044,80.3509478,5953.156058,3.928649432,180.2695058,23396.85937,15.31286617,211.4455507,34434.8572,1.000000969,60.00008602,0.026181247,1.000352827,60.04077547,12.61395007,1.161589044,80.3509478,5953.156058,3.928649432,180.2695058,23396.85937,15.31286617,211.4455507,34434.8572,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,-9.23E-161,0,1.005172343,60,0,84.85281374,0,2.08E-25,0,2.837520186,60.56907306,17.23253348,85.92844484,575.1019496,268.5970706,0.70234216,1,76.65165401,0,1,76.65165401,0,1,76.65165401,0,1.005172343,76.48507729,5.430960355,2.837520186,529221.7218,7.96454E+14,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.005172343,60,0,84.85281374,0,3.28E-52,0,2.831160898,60,6.74E-07,84.85281374,6.43E-13,9.89E-33,2.17E-20
1,110,0,1,110,0,1,110,0,1.000170467,110,1.82E-12,1.627069854,111.061952,420.199427,1,110,0,1,110,0,1,110,0,1.000170467,110,1.82E-12,1.627069854,111.061952,420.199427,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000170467,110,1.35E-06,110,1.82E-12,0,0,1.619636505,109.9886103,0.477142026,109.9886103,0.227664513,0,0,1,125.1847,0,1,125.1847,0,1,125.1847,0,1.000170467,125.1846307,0.001907549,1.619636505,857605.5374,1.2903E+15,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000170467,110,1.35E-06,110,1.82E-12,0,0,1.619636505,109.9886103,0.477142026,109.9886103,0.227664513,0,0
1,380,0,1,380,0,1,380,0,1.083090786,364.6774028,4620.529883,11.4132776,226.2138281,33688.92654,1,380,0,1,380,0,1,380,0,1.083090786,364.6774028,4620.529883,11.4132776,226.2138281,33688.92654,1,380,0,605.3639802,434.4482122,-4.47E-88,0,1,380,0,598.2380965,1144.699367,-1.66E-51,0,1,380,0,582.7227282,2114.229815,-4.00E-15,0,1.06182872,370.7782653,53.0757567,565.2037329,4196.565873,-72.55397661,-0.024510206,9.08407372,268.5498473,182.802113,394.287466,43214.96848,-5731.847017,-0.189418821,1,59.72748709,0,1,59.72748709,0,1,59.72748709,0,1.06182872,57.08625412,148.970238,9.08407372,114856.0063,1.72893E+14,1,380,0,605.3639802,434.4482122,-4.47E-88,0,1,380,0,598.2380965,1144.699367,-1.66E-51,0,1,380,0,582.7227282,2114.229815,-4.00E-15,0,1.06182872,370.7782653,53.0757567,565.2037329,4196.565873,-72.55397661,-0.024510206,9.083380877,268.5646868,182.8011876,394.3176829,43213.19023,-5739.101085,-0.189667783
1.436375075,161.3941459,20853.71874,1.608017335,184.7284733,23184.29025,1.847172768,210.0104866,24480.27254,2.065275797,220.0587503,24663.05283,12.39436429,213.2874832,32874.73109,1.436375075,161.3941459,20853.71874,1.608017335,184.7284733,23184.29025,1.847172768,210.0104866,24480.27254,2.065275797,220.0587503,24663.05283,12.39436429,213.2874832,32874.73109,1.436375075,161.3941459,144.4081672,412.8535701,20853.71874,-1.89E-89,0,1.608017335,184.7284733,152.2638836,422.5217259,23184.29025,-1.63E-52,0,1.847172768,210.0104866,156.4617287,434.1709393,24480.27254,-8.91E-16,0,2.044363456,221.6960342,157.0050811,441.1456272,24651.08861,108.1125294,0.055145595,10.06902021,248.4337046,183.7599517,391.7679193,41560.23993,-5688.341062,-0.198873184,1.436375075,18.31197087,748.4901581,1.608017335,22.7327272,832.1399787,1.847172768,27.52247831,878.6559026,2.044363456,29.27956345,883.6158788,10.06902021,103449.1599,1.55723E+14,1.436375075,161.3941459,144.4081672,412.8535701,20853.71874,-1.89E-89,0,1.608017335,184.7284733,152.2638836,422.5217259,23184.29025,-1.63E-52,0,1.847172768,210.0104866,156.4617287,434.1709393,24480.27254,-8.91E-16,0,2.044363456,221.6960342,157.0050811,441.1456272,24651.08861,108.1125294,0.055145595,10.06832852,248.4456882,183.7605757,391.7946332,41558.65214,-5694.730361,-0.199108393
1.00000004,60.0000041,0.001259467,1.000047435,60.00591619,1.837571938,1.057074608,68.0995132,2471.172666,2.458718859,154.9603151,20813.96556,12.97081202,201.4696044,32012.08568,1.00000004,60.0000041,0.001259467,1.000047435,60.00591619,1.837571938,1.057074608,68.0995132,2471.172666,2.458718859,154.9603151,20813.96556,12.97081202,201.4696044,32012.08568,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,-4.12E-179,0,1.014768652,60,6.74E-07,84.85281374,6.43E-13,3.02E-27,6.63E-15,2.860582762,60.370137,13.90045881,85.55256748,374.4206871,174.8266258,0.702297666,1,60.887609,0,1,60.887609,0,1,60.887609,0,1.014768652,61.11461009,3.568153359,2.860582762,344238.1439,5.18094E+14,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.014768652,60,6.74E-07,84.85281374,6.43E-13,1.03E-57,2.27E-45,2.85641293,60,6.74E-07,84.85281374,1.02E-12,2.76E-33,4.30E-21
1,380,0,1,380,0,1,380,8.49E-07,1.191109577,343.8931297,10161.30431,11.04672519,217.630991,31738.31384,1,380,0,1,380,0,1,380,8.49E-07,1.191109577,343.8931297,10161.30431,11.04672519,217.630991,31738.31384,1,380,0,537.4011537,0,-4.01E-215,0,1,380,0,537.4011537,0,-9.83E-128,0,1,380,0.000156728,537.4011537,2.46E-08,-1.56E-40,0,1.112234204,364.0257389,69.00053299,527.2334127,4763.625987,-1.229411545,-0.001426899,8.532582985,263.8529857,177.7670403,401.7227838,39819.91293,-2931.707818,-0.105952427,1,41.87067389,0,1,41.87067389,0,1,41.87067389,4.98E-10,1.112234204,40.60012022,103.5479813,8.532582985,91330.05253,1.37474E+14,1,380,0,537.4011537,0,-4.01E-215,0,1,380,0,537.4011537,0,-9.83E-128,0,1,380,0.000156728,537.4011537,2.46E-08,-1.56E-40,0,1.112234204,364.0257389,69.00053299,527.2334127,4763.625987,-1.229411545,-0.001426899,8.532065531,263.8644999,177.7662821,401.7489874,39817.84728,-2936.447986,-0.106130856
1.124792607,337.3254663,227.2617911,1.286888615,342.7007346,399.1295397,1.659534884,351.0762332,551.7565207,2.142550735,338.3422088,5453.88925,12.00084202,227.161073,30092.7635,1.124792607,337.3254663,227.2617911,1.286888615,342.7007346,399.1295397,1.659534884,351.0762332,551.7565207,2.142550735,338.3422088,5453.88925,12.00084202,227.161073,30092.7635,1.124792607,337.3254663,15.07520451,343.7215009,227.2617911,-1.84E-279,0,1.286888615,342.7007346,19.97822664,348.9982715,399.1295397,-1.68E-166,0,1.659534884,351.0762332,23.48949809,357.226149,551.7565204,7.45E-10,2.43E-07,2.066890932,348.531095,52.09339382,358.1207752,5591.571248,12.54969036,0.003445439,9.497142439,271.028514,169.4437624,376.9279368,40150.64118,-6433.329204,-0.226628351,1.124792607,5.179292282,168.0029808,1.286888615,9.800924977,295.0559884,1.659534884,17.00214286,407.8852836,2.066890932,21.24755522,453.0234379,9.497142439,81713.53339,1.22999E+14,1.124792607,337.3254663,15.07520451,343.7215009,227.2617911,-1.84E-279,0,1.286888615,342.7007346,19.97822664,348.9982715,399.1295397,-1.68E-166,0,1.659534884,351.0762332,23.48949809,357.226149,551.7565204,7.45E-10,2.43E-07,2.066890932,348.531095,52.09339382,358.1207752,5591.571248,12.54969036,0.003445439,9.496627134,271.0392051,169.4421435,376.9472898,40149.79548,-6436.515191,-0.226745371
1.134763263,98.2223201,7731.44748,1.360280202,139.2862217,15013.19348,2.085640906,214.3910385,20570.0644,3.053530208,249.152913,20003.07547,12.95002233,214.716224,29619.75294,1.134763263,98.2223201,7731.44748,1.360280202,139.2862217,15013.19348,2.085640906,214.3910385,20570.0644,3.053530208,249.152913,20003.07547,12.95002233,214.716224,29619.75294,1.134763263,98.2223201,87.92864994,239.2143501,25810.35735,-2930.664612,-0.212395861,1.360280202,139.2862217,122.5283375,248.5611936,28610.97068,-6843.952514,-0.357908232,2.085640906,214.3910385,143.4226774,283.0947204,31002.60111,-12942.7429,-0.592524242,2.981013983,253.7542518,139.9933636,308.7135574,29788.35489,-13788.99916,-0.657623654,10.45692511,251.4215538,172.0496411,355.9105575,40387.43157,-8234.863383,-0.28875352,1.134763263,1.154611133,22.13475622,1.360280202,3.045924797,94.58734096,2.085640906,9.14368993,279.3610266,2.981013983,14.32530549,395.9791792,10.45692511,73899.29351,1.11237E+14,1.134763263,98.2223201,87.92864994,239.2143501,25810.35735,-2930.664612,-0.212395861,1.360280202,139.2862217,122.5283375,248.5611936,28610.97068,-6843.952514,-0.357908232,2.085640906,214.3910385,143.4226774,283.0947204,31002.60111,-12942.7429,-0.592524242,2.981013983,253.7542518,139.9933636,308.7135574,29788.35489,-13788.99916,-0.657623654,10.45641199,251.4302603,172.0493732,355.9250548,40387.17556,-8237.620401,-0.2888521
1.000000273,60.00001044,0.002511822,1.000145419,60.01152806,3.096770931,1.098985271,73.90595409,3806.318607,3.251310125,190.9754689,21470.58113,13.56127801,203.3075482,29070.56059,1.000000273,60.00001044,0.002511822,1.000145419,60.01152806,3.096770931,1.098985271,73.90595409,3806.318607,3.251310125,190.9754689,21470.58113,13.56127801,203.3075482,29070.56059,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,6.74E-07,84.85281374,4.55E-13,-6.36E-192,0,1.053464743,60,6.74E-07,84.85281374,1.02E-12,1.50E-28,2.33E-16,3.131201737,60.25192775,11.46925099,85.32918891,255.0167565,118.9888835,0.701897891,1,42.46419215,0,1,42.46419215,0,1,42.46419215,5.59E-11,1.053464743,43.41072578,16.93841038,3.131201737,234313.6776,3.52658E+14,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,6.74E-07,84.85281374,4.55E-13,0,0,1.053464743,60,6.74E-07,84.85281374,1.02E-12,-1.34E-31,-2.09E-19,3.128095114,60,0,84.85281374,9.09E-13,1.05E-33,0
1,380,0,1,380,8.47E-07,1.000222233,379.931991,21.65822894,2.388800991,270.1049284,21178.50291,13.45543161,216.4392304,29057.88116,1,380,0,1,380,8.47E-07,1.000222233,379.931991,21.65822894,2.388800991,270.1049284,21178.50291,13.45543161,216.4392304,29057.88116,1,380,0,438.1505233,24625.17546,-5.07E-47,0,1,380,5.39E-06,432.1828495,24355.52636,4.01E-26,4.76E-23,1.000020016,379.9966852,0.980146201,422.5832273,23195.55403,6.18E-06,4.14E-08,1.938812229,318.8692466,116.0618228,364.1296976,26166.94792,-123.5843751,-0.007109291,10.31591399,263.8856405,167.8656627,364.8220915,39356.95707,-5372.685187,-0.193087511,1,16.66894603,0,1,16.66894603,2.84E-13,1.000020016,16.6687954,0.006725176,1.938812229,15.53410772,193.1129499,10.31591399,66737.2888,1.00455E+14,1,380,0,438.1505233,24625.17546,-5.07E-47,0,1,380,5.39E-06,432.1828495,24355.52636,4.01E-26,4.76E-23,1.000020016,379.9966852,0.980146201,422.5832273,23195.55403,6.18E-06,4.14E-08,1.938812229,318.8692466,116.0618228,364.1296976,26166.94792,-123.5843751,-0.007109291,10.31545686,263.8940554,167.8646227,364.8363212,39356.5137,-5375.147437,-0.193178171
1.33297709,144.4370618,18476.86474,1.516950087,173.0057141,22149.57137,1.802748263,205.7912097,24352.9947,3.336836124,208.9377266,23574.72233,14.42587075,206.0107971,28503.68483,1.33297709,144.4370618,18476.86474,1.516950087,173.0057141,22149.57137,1.802748263,205.7912097,24352.9947,3.336836124,208.9377266,23574.72233,14.42587075,206.0107971,28503.68483,1.33297709,144.4370618,135.9296316,406.5243717,18476.86474,-5.08E-73,0,1.516950087,173.0057141,148.8273207,417.5296122,22149.57137,-8.82E-12,-1.10E-08,1.80258597,205.8043358,156.0553538,432.148656,24353.27347,-0.376756921,-0.002181741,2.896636209,231.5716958,152.5582152,364.7894235,31474.84644,-4315.117981,-0.194311616,11.29325048,246.3631707,169.835486,364.1315666,38706.11795,-5037.32357,-0.184617643,1.33297709,4.401934757,50.1062479,1.516950087,5.889655967,60.06603013,1.80258597,7.597663908,66.04412327,2.896636209,10.28083959,178.786087,11.29325048,60827.83239,9.15601E+13,1.33297709,144.4370618,135.9296316,406.5243717,18476.86474,-5.08E-73,0,1.516950087,173.0057141,148.8273207,417.5296122,22149.57137,-8.82E-12,-1.10E-08,1.80258597,205.8043358,156.0553538,432.148656,24353.27347,-0.376756921,-0.002181741,2.896636209,231.5716958,152.5582152,364.7894235,31474.84644,-4315.117981,-0.194311616,11.29279435,246.3701326,169.835383,364.1445524,38705.63327,-5039.403061,-0.184696429
1.000478789,60.04040818,12.25259816,1.013006609,61.45094925,446.2521514,1.36897705,99.29474968,10748.55509,3.847352956,170.2259868,21714.24462,15.19883392,196.4040866,27938.69311,1.000478789,60.04040818,12.25259816,1.013006609,61.45094925,446.2521514,1.36897705,99.29474968,10748.55509,3.847352956,170.2259868,21714.24462,15.19883392,196.4040866,27938.69311,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000000035,60,0,60,0,0,0,1.255802579,60,6.74E-07,60,4.55E-13,0,0,1,247.5377619,0,1,247.5377619,0,1,247.5377619,0,1.000000035,247.5377577,0.00050626,1.255802579,525879.4105,7.91141E+14,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000000035,60,0,60,0,0,0,1.255802579,60,6.74E-07,60,4.55E-13,0,0
1,110,0,1,110,0,1,110,0,1.000175995,110,0,1.685407342,110.4318658,171.1552964,1,110,0,1,110,0,1,110,0,1.000175995,110,0,1.685407342,110.4318658,171.1552964,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000175995,110,0,110,0,0,0,1.682276025,109.9953807,0.30391535,109.9953807,0.09236454,0,0,1,124.7242639,0,1,124.7242639,0,1,124.7242639,0,1.000175995,124.7243449,3.76E-05,1.682276025,347890.8411,5.23481E+14,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000175995,110,0,110,0,0,0,1.682276025,109.9953807,0.30391535,109.9953807,0.09236454,0,0
1,380,0,1,380,0,1,380,0,1.072452641,365.8281095,4239.020487,11.21643765,212.7725558,28185.07991,1,380,0,1,380,0,1,380,0,1.072452641,365.8281095,4239.020487,11.21643765,212.7725558,28185.07991,1,380,0,537.4011537,0,-1.67E-162,0,1,380,0,537.4011537,2.91E-11,-2.74E-65,0,1,380,0,537.3983962,1.224499434,-1.13E-18,0,1.046547094,373.39838,44.40090044,467.8378173,21280.81384,-288.9947274,-0.04471362,8.471689621,262.1376898,165.2227312,374.9842054,37568.50794,-3393.611416,-0.12784805,1,59.59543586,0,1,59.59543586,0,1,59.59543586,0,1.046547094,57.40207908,111.305528,8.471689621,53654.73709,8.07527E+13,1,380,0,537.4011537,0,-1.67E-162,0,1,380,0,537.4011537,2.91E-11,-2.74E-65,0,1,380,0,537.3983962,1.224499434,-1.13E-18,0,1.046547094,373.39838,44.40090044,467.8378173,21280.81384,-288.9947274,-0.04471362,8.471387843,262.1443918,165.2218582,374.9969266,37567.82581,-3395.666034,-0.127927834
1.13586578,103.5588874,10382.82061,1.301902043,138.8144195,17561.78803,1.670844737,192.0711081,23692.40365,2.030481798,218.1645797,24620.4875,12.17174892,200.7140951,27493.9099,1.13586578,103.5588874,10382.82061,1.301902043,138.8144195,17561.78803,1.670844737,192.0711081,23692.40365,2.030481798,218.1645797,24620.4875,12.17174892,200.7140951,27493.9099,1.13586578,103.5588874,101.8961266,393.858405,10382.82061,-3.58E-165,0,1.301902043,138.8144195,132.5208966,404.5608027,17561.78803,-4.67E-67,0,1.670844737,192.0711081,153.9233694,425.7831732,23692.40365,-1.44E-19,0,2.005590074,220.1275875,156.8812446,436.7044865,24627.51656,-367.4080943,-0.078866557,9.437936567,241.3558495,167.4823581,374.3619207,36491.66936,-3638.512056,-0.142197324,1.13586578,7.635523243,366.8148508,1.301902043,14.26215829,620.440716,1.670844737,24.27229341,837.0293423,2.005590074,29.06820836,863.1038697,9.437936567,47969.79094,7.21968E+13,1.13586578,103.5588874,101.8961266,393.858405,10382.82061,-3.58E-165,0,1.301902043,138.8144195,132.5208966,404.5608027,17561.78803,-4.67E-67,0,1.670844737,192.0711081,153.9233694,425.7831732,23692.40365,-1.44E-19,0,2.005590074,220.1275875,156.8812446,436.7044865,24627.51656,-367.4080943,-0.078866557,9.437635992,241.3611796,167.482362,374.3732321,36490.99714,-3640.368728,-0.142273089
1.000000033,60.00000142,0.000400117,1.00003883,60.00306027,0.923087472,1.05181637,66.50631199,1984.1393,2.434670572,153.201138,20562.70293,12.75623596,189.6830907,26769.11371,1.000000033,60.00000142,0.000400117,1.00003883,60.00306027,0.923087472,1.05181637,66.50631199,1984.1393,2.434670572,153.201138,20562.70293,12.75623596,189.6830907,26769.11371,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,-2.18E-215,0,1.004802461,60,0,84.85281374,4.55E-13,7.06E-31,0,2.826398035,60.1627939,9.220472491,85.16068263,164.8686096,76.84127104,0.701189231,1,77.77152491,0,1,77.77152491,0,1,77.77152491,0,1.004802461,77.60729721,5.696981272,2.826398035,151439.3255,2.27898E+14,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1.004802461,60,0,84.85281374,4.55E-13,-1.35E-38,0,2.824585973,60,0,84.85281374,9.09E-13,2.30E-34,0
1,380,0,1,380,0,1,380,0,1.055909652,367.9911644,3668.158364,9.746357045,209.2100697,27357.54875,1,380,0,1,380,0,1,380,0,1.055909652,367.9911644,3668.158364,9.746357045,209.2100697,27357.54875,1,380,0,537.4011537,0,0,0,1,380,0,537.4011537,0,-4.14E-174,0,1,380,0,537.4011537,0,-6.04E-55,0,1.03254182,374.9614251,39.44376445,531.8371217,1788.327716,0.160025883,0.000136624,7.250244712,260.4785352,162.6869073,386.9667542,35289.14862,-890.0283747,-0.035808648,1,59.45587993,0,1,59.45587993,0,1,59.45587993,0,1.03254182,58.49817523,55.38699332,7.250244712,41361.69191,6.22392E+13,1,380,0,537.4011537,0,0,0,1,380,0,537.4011537,0,-4.14E-174,0,1,380,0,537.4011537,0,-6.04E-55,0,1.03254182,374.9614251,39.44376445,531.8371217,1788.327716,0.160025883,0.000136624,7.250045657,260.4836551,162.6862063,386.9778191,35288.28135,-891.2959051,-0.035860608
1.171412671,111.9475811,12316.36025,1.347076935,146.9026973,18858.20053,1.702762509,195.5937787,23897.89903,2.019313129,218.4397352,24649.20096,10.71203867,195.8409927,26539.49615,1.171412671,111.9475811,12316.36025,1.347076935,146.9026973,18858.20053,1.702762509,195.5937787,23897.89903,2.019313129,218.4397352,24649.20096,10.71203867,195.8409927,26539.49615,1.171412671,111.9475811,110.9790983,396.1467669,12316.36025,0,0,1.347076935,146.9026973,137.3251635,407.4069249,18858.20053,-1.08E-228,0,1.702762509,195.5937787,154.5894532,427.3838161,23897.89903,-1.89E-73,0,1.996755198,220.2296756,156.9741019,439.1660689,24640.87275,-4.447781319,-0.007529367,8.224715521,236.8329106,165.1922922,385.8302573,33920.79304,-1086.048425,-0.046316853,1.171412671,9.134596471,434.0565767,1.347076935,15.69669473,664.6059221,1.702762509,24.83743563,842.2163717,1.996755198,29.45641567,868.3355489,8.224715521,36332.80272,5.46721E+13,1.171412671,111.9475811,110.9790983,396.1467669,12316.36025,0,0,1.347076935,146.9026973,137.3251635,407.4069249,18858.20053,-1.08E-228,0,1.702762509,195.5937787,154.5894532,427.3838161,23897.89903,-1.89E-73,0,1.996755198,220.2296756,156.9741019,439.1660689,24640.87275,-4.447781319,-0.007529367,8.224517167,236.8368377,165.1923487,385.8397716,33920.04255,-1086.808382,-0.04635073
